year,age,origin,uni,applicants,accepted,party,brexit
2013,18,Welsh students,Northern Irish Universities,100,0,Conservative,Pre Brexit
2013,18,Welsh students,Scottish Universities,1260,110,Conservative,Pre Brexit
2013,18,Welsh students,Welsh Universities,41820,9455,Conservative,Pre Brexit
2013,19,European students,English Universities,79830,10285,Conservative,Pre Brexit
2013,19,European students,Northern Irish Universities,1200,130,Conservative,Pre Brexit
2013,19,European students,Scottish Universities,30280,2640,Conservative,Pre Brexit
2013,19,European students,Welsh Universities,2960,490,Conservative,Pre Brexit
2013,19,English students,English Universities,729920,122450,Conservative,Pre Brexit
2013,19,English students,Northern Irish Universities,1095,110,Conservative,Pre Brexit
2013,19,English students,Scottish Universities,15000,1570,Conservative,Pre Brexit
2013,19,English students,Welsh Universities,20290,3950,Conservative,Pre Brexit
2013,19,Northern Irish students,English Universities,8695,1075,Conservative,Pre Brexit
2013,19,Northern Irish students,Northern Irish Universities,15400,2670,Conservative,Pre Brexit
2013,19,Northern Irish students,Scottish Universities,2920,290,Conservative,Pre Brexit
2013,19,Northern Irish students,Welsh Universities,330,40,Conservative,Pre Brexit
2013,19,International students,English Universities,128985,14310,Conservative,Pre Brexit
2013,19,International students,Northern Irish Universities,595,60,Conservative,Pre Brexit
2013,19,International students,Scottish Universities,9560,965,Conservative,Pre Brexit
2013,19,International students,Welsh Universities,4070,520,Conservative,Pre Brexit
2013,19,Scottish students,English Universities,3860,600,Conservative,Pre Brexit
2013,19,Scottish students,Northern Irish Universities,50,0,Conservative,Pre Brexit
2013,19,Scottish students,Scottish Universities,43120,6660,Conservative,Pre Brexit
2013,19,Scottish students,Welsh Universities,90,20,Conservative,Pre Brexit
2013,19,Welsh students,English Universities,19665,2925,Conservative,Pre Brexit
2013,19,Welsh students,Northern Irish Universities,20,0,Conservative,Pre Brexit
2013,19,Welsh students,Scottish Universities,440,40,Conservative,Pre Brexit
2013,19,Welsh students,Welsh Universities,14740,3390,Conservative,Pre Brexit
2013,20,European students,English Universities,29710,3940,Conservative,Pre Brexit
2013,20,European students,Northern Irish Universities,490,40,Conservative,Pre Brexit
2013,20,European students,Scottish Universities,11880,1090,Conservative,Pre Brexit
2013,20,European students,Welsh Universities,1150,225,Conservative,Pre Brexit
2013,20,English students,English Universities,229930,39350,Conservative,Pre Brexit
2013,20,English students,Northern Irish Universities,220,10,Conservative,Pre Brexit
2013,20,English students,Scottish Universities,2985,315,Conservative,Pre Brexit
2013,20,English students,Welsh Universities,4755,850,Conservative,Pre Brexit
2013,20,Northern Irish students,English Universities,4070,550,Conservative,Pre Brexit
2013,20,Northern Irish students,Northern Irish Universities,7365,1290,Conservative,Pre Brexit
2013,20,Northern Irish students,Scottish Universities,910,80,Conservative,Pre Brexit
2013,20,Northern Irish students,Welsh Universities,200,30,Conservative,Pre Brexit
2013,20,International students,English Universities,68655,8105,Conservative,Pre Brexit
2013,20,International students,Northern Irish Universities,420,90,Conservative,Pre Brexit
2013,20,International students,Scottish Universities,4670,550,Conservative,Pre Brexit
2013,20,International students,Welsh Universities,3250,480,Conservative,Pre Brexit
2013,20,Scottish students,English Universities,1855,260,Conservative,Pre Brexit
2013,20,Scottish students,Northern Irish Universities,30,0,Conservative,Pre Brexit
2013,20,Scottish students,Scottish Universities,29040,4640,Conservative,Pre Brexit
2013,20,Scottish students,Welsh Universities,40,0,Conservative,Pre Brexit
2013,20,Welsh students,English Universities,5710,800,Conservative,Pre Brexit
2013,20,Welsh students,Scottish Universities,125,10,Conservative,Pre Brexit
2013,20,Welsh students,Welsh Universities,5735,1410,Conservative,Pre Brexit
2013,21 - 24,European students,English Universities,31170,4075,Conservative,Pre Brexit
2013,21 - 24,European students,Northern Irish Universities,955,115,Conservative,Pre Brexit
2013,21 - 24,European students,Scottish Universities,12010,1110,Conservative,Pre Brexit
2013,21 - 24,European students,Welsh Universities,1350,270,Conservative,Pre Brexit
2013,21 - 24,English students,English Universities,335470,52590,Conservative,Pre Brexit
2013,21 - 24,English students,Northern Irish Universities,430,40,Conservative,Pre Brexit
2013,21 - 24,English students,Scottish Universities,4490,340,Conservative,Pre Brexit
2013,21 - 24,English students,Welsh Universities,6800,985,Conservative,Pre Brexit
2013,21 - 24,Northern Irish students,English Universities,5530,705,Conservative,Pre Brexit
2013,21 - 24,Northern Irish students,Northern Irish Universities,11060,1750,Conservative,Pre Brexit
2013,21 - 24,Northern Irish students,Scottish Universities,1415,110,Conservative,Pre Brexit
2013,21 - 24,Northern Irish students,Welsh Universities,250,25,Conservative,Pre Brexit
2013,21 - 24,International students,English Universities,70460,7760,Conservative,Pre Brexit
2013,21 - 24,International students,Northern Irish Universities,480,95,Conservative,Pre Brexit
2013,21 - 24,International students,Scottish Universities,5770,640,Conservative,Pre Brexit
2013,21 - 24,International students,Welsh Universities,3500,440,Conservative,Pre Brexit
2013,21 - 24,Scottish students,English Universities,3650,475,Conservative,Pre Brexit
2013,21 - 24,Scottish students,Northern Irish Universities,120,15,Conservative,Pre Brexit
2013,21 - 24,Scottish students,Scottish Universities,46085,7275,Conservative,Pre Brexit
2013,21 - 24,Scottish students,Welsh Universities,110,20,Conservative,Pre Brexit
2013,21 - 24,Welsh students,English Universities,8450,995,Conservative,Pre Brexit
2013,21 - 24,Welsh students,Northern Irish Universities,30,0,Conservative,Pre Brexit
2013,21 - 24,Welsh students,Scottish Universities,205,15,Conservative,Pre Brexit
2013,21 - 24,Welsh students,Welsh Universities,9720,2155,Conservative,Pre Brexit
2013,25 - 29,European students,English Universities,6890,815,Conservative,Pre Brexit
2013,25 - 29,European students,Northern Irish Universities,470,55,Conservative,Pre Brexit
2013,25 - 29,European students,Scottish Universities,2400,230,Conservative,Pre Brexit
2013,25 - 29,European students,Welsh Universities,340,55,Conservative,Pre Brexit
2013,25 - 29,English students,English Universities,152670,23210,Conservative,Pre Brexit
2013,25 - 29,English students,Northern Irish Universities,160,15,Conservative,Pre Brexit
2013,25 - 29,English students,Scottish Universities,1750,115,Conservative,Pre Brexit
2013,25 - 29,English students,Welsh Universities,2540,280,Conservative,Pre Brexit
2013,25 - 29,Northern Irish students,English Universities,1400,110,Conservative,Pre Brexit
2013,25 - 29,Northern Irish students,Northern Irish Universities,4470,700,Conservative,Pre Brexit
2013,25 - 29,Northern Irish students,Scottish Universities,340,25,Conservative,Pre Brexit
2013,25 - 29,Northern Irish students,Welsh Universities,80,0,Conservative,Pre Brexit
2013,25 - 29,International students,English Universities,14855,1285,Conservative,Pre Brexit
2013,25 - 29,International students,Northern Irish Universities,115,10,Conservative,Pre Brexit
2013,25 - 29,International students,Scottish Universities,1400,110,Conservative,Pre Brexit
2013,25 - 29,International students,Welsh Universities,625,80,Conservative,Pre Brexit
2013,25 - 29,Scottish students,English Universities,1480,170,Conservative,Pre Brexit
2013,25 - 29,Scottish students,Northern Irish Universities,50,0,Conservative,Pre Brexit
2013,25 - 29,Scottish students,Scottish Universities,18770,3250,Conservative,Pre Brexit
2013,25 - 29,Scottish students,Welsh Universities,70,0,Conservative,Pre Brexit
2013,25 - 29,Welsh students,English Universities,3360,330,Conservative,Pre Brexit
2013,25 - 29,Welsh students,Northern Irish Universities,20,0,Conservative,Pre Brexit
2013,25 - 29,Welsh students,Scottish Universities,70,0,Conservative,Pre Brexit
2013,25 - 29,Welsh students,Welsh Universities,5035,1170,Conservative,Pre Brexit
2013,30 - 34,European students,English Universities,1900,170,Conservative,Pre Brexit
2013,30 - 34,European students,Northern Irish Universities,170,25,Conservative,Pre Brexit
2013,30 - 34,European students,Scottish Universities,600,70,Conservative,Pre Brexit
2013,30 - 34,European students,Welsh Universities,120,20,Conservative,Pre Brexit
2013,30 - 34,English students,English Universities,86260,13190,Conservative,Pre Brexit
2013,30 - 34,English students,Northern Irish Universities,80,10,Conservative,Pre Brexit
2013,30 - 34,English students,Scottish Universities,710,35,Conservative,Pre Brexit
2013,30 - 34,English students,Welsh Universities,945,90,Conservative,Pre Brexit
2013,30 - 34,Northern Irish students,English Universities,310,20,Conservative,Pre Brexit
2013,30 - 34,Northern Irish students,Northern Irish Universities,1830,270,Conservative,Pre Brexit
2013,30 - 34,Northern Irish students,Scottish Universities,65,0,Conservative,Pre Brexit
2013,30 - 34,Northern Irish students,Welsh Universities,20,0,Conservative,Pre Brexit
2013,30 - 34,International students,English Universities,4350,370,Conservative,Pre Brexit
2013,30 - 34,International students,Northern Irish Universities,40,0,Conservative,Pre Brexit
2013,30 - 34,International students,Scottish Universities,500,45,Conservative,Pre Brexit
2013,30 - 34,International students,Welsh Universities,250,20,Conservative,Pre Brexit
2013,30 - 34,Scottish students,English Universities,520,50,Conservative,Pre Brexit
2013,30 - 34,Scottish students,Scottish Universities,8980,1705,Conservative,Pre Brexit
2013,30 - 34,Scottish students,Welsh Universities,20,0,Conservative,Pre Brexit
2013,30 - 34,Welsh students,English Universities,1020,90,Conservative,Pre Brexit
2013,30 - 34,Welsh students,Scottish Universities,30,5,Conservative,Pre Brexit
2013,30 - 34,Welsh students,Welsh Universities,2630,620,Conservative,Pre Brexit
2013,35 and over,European students,English Universities,1485,120,Conservative,Pre Brexit
2013,35 and over,European students,Northern Irish Universities,220,35,Conservative,Pre Brexit
2013,35 and over,European students,Scottish Universities,405,30,Conservative,Pre Brexit
2013,35 and over,European students,Welsh Universities,95,20,Conservative,Pre Brexit
2013,35 and over,English students,English Universities,130255,20620,Conservative,Pre Brexit
2013,35 and over,English students,Northern Irish Universities,70,10,Conservative,Pre Brexit
2013,35 and over,English students,Scottish Universities,620,30,Conservative,Pre Brexit
2013,35 and over,English students,Welsh Universities,970,120,Conservative,Pre Brexit
2013,35 and over,Northern Irish students,English Universities,205,15,Conservative,Pre Brexit
2013,35 and over,Northern Irish students,Northern Irish Universities,2375,390,Conservative,Pre Brexit
2013,35 and over,Northern Irish students,Scottish Universities,30,0,Conservative,Pre Brexit
2013,35 and over,Northern Irish students,Welsh Universities,10,0,Conservative,Pre Brexit
2013,35 and over,International students,English Universities,2985,220,Conservative,Pre Brexit
2013,35 and over,International students,Northern Irish Universities,15,0,Conservative,Pre Brexit
2013,35 and over,International students,Scottish Universities,320,30,Conservative,Pre Brexit
2013,35 and over,International students,Welsh Universities,150,20,Conservative,Pre Brexit
2013,35 and over,Scottish students,English Universities,430,40,Conservative,Pre Brexit
2013,35 and over,Scottish students,Northern Irish Universities,10,0,Conservative,Pre Brexit
2013,35 and over,Scottish students,Scottish Universities,10580,2250,Conservative,Pre Brexit
2013,35 and over,Scottish students,Welsh Universities,30,0,Conservative,Pre Brexit
2013,35 and over,Welsh students,English Universities,1120,130,Conservative,Pre Brexit
2013,35 and over,Welsh students,Scottish Universities,10,0,Conservative,Pre Brexit
2013,35 and over,Welsh students,Welsh Universities,3700,920,Conservative,Pre Brexit
2014,17 and under,European students,English Universities,23915,2740,Conservative,Pre Brexit
2014,17 and under,European students,Northern Irish Universities,820,70,Conservative,Pre Brexit
2014,17 and under,European students,Scottish Universities,6110,455,Conservative,Pre Brexit
2014,17 and under,European students,Welsh Universities,800,115,Conservative,Pre Brexit
2014,17 and under,English students,English Universities,7560,1140,Conservative,Pre Brexit
2014,17 and under,English students,Northern Irish Universities,10,0,Conservative,Pre Brexit
2014,17 and under,English students,Scottish Universities,470,50,Conservative,Pre Brexit
2014,17 and under,English students,Welsh Universities,170,30,Conservative,Pre Brexit
